Person_ID,Name,Age,Gender,Sexual_Orientation,Era,Relationship_Start_Date,Relationship_End_Date,Relationship_Duration,Relationship_Type,Commitment_Level,Breakup_Reason,Conflict_Frequency,First_Fight_Topic,Last_Text_Exchanged,Mutual_Breakup,Closure_Given,Rebound_After_Days,Avg_Texts_Per_Day,First_Message,Sweet_Terms_Used,Ghosting_Days_Count,Longest_Conversation,Streak_Days,Deleted_Texts_Count,Mood_Before,Mood_During,Mood_After,Trust_Score,Emotional_Dependency_Score,Regret_Level,Self_Esteem_After,Lessons_Learned,Playlist_Shared,Theme_Song,Photos_Shared_Count,Places_Visited_Together,Anniversary_Celebrated,Memory_Value_Score,Love_Growth_Trend,Attachment_Style,Breakup_Recovery_Days,Communication_Style,Emotional_Intensity,Compatibility_Score
889,James,36,Female,Asexual,Modern,2008-06-11,2010-09-24,835 days,Flings,Casual,Jealousy,High,Social media use,Far amount behavior stock space interest pass project return piece and anything.,No,No,138,68,Heart kid personal believe history away similar assume interesting type painting.,5,13,94,59,10,Resigned,Bitter,Resigned,8,2,10,Higher,Trust actions not words,Yes,Thinking Out Loud,87,9,No,4,Gradual,Secure,135,Passive,1,10
890,Henry,31,Non-binary,Pansexual,Modern,2006-04-14,2007-05-04,385 days,Situationship,Serious,Mismatch of values,Low,Priorities,Music sport sister high finish product condition themselves themselves plant talk someone together skin.,No,No,118,57,Onto trade near gas middle mission.,45,30,5,47,8,Joyful,Bitter,Calm,4,5,1,Same,Be yourself,Yes,Photograph,38,10,Yes,5,Early spike,Anxious,184,Passive,2,3
891,Christian,19,Male,Bisexual,Past,2010-01-13,2011-04-09,451 days,Long-term,Casual,Long distance strain,Medium,Career,Father least question north simply night all make about.,Yes,Yes,0,66,Interview southern us able recognize direction even score high hospital but strategy PM.,40,14,46,44,17,Numb,Calm,Excited,8,9,10,Same,Choose wisely,No,Shape of You,53,19,Yes,1,Gradual,Anxious,3,Open,4,5
892,Virginia,30,Male,Pansexual,Modern,2023-11-20,2024-12-16,392 days,Situationship,Engaged,Mismatch of values,Medium,Priorities,Likely bag form beat soldier policy five everyone entire sound either thousand.,Yes,Yes,111,65,Least coach fight especially today purpose financial challenge.,9,16,128,31,5,Excited,Confident,Excited,7,8,7,Lower,Trust actions not words,Yes,Say You Won't Let Go,70,2,Yes,2,Gradual,Avoidant,158,Open,5,3
893,Timothy,21,Other,Bisexual,Past,2017-11-19,2019-04-17,514 days,Situationship,Serious,Mismatch of values,Medium,Priorities,Billion deal chance hair sometimes side case total.,Yes,Yes,158,65,Serve space message argue college down cost black performance nothing surface.,31,0,55,24,7,Numb,Joyful,Numb,3,10,2,Same,Trust actions not words,Yes,Blinding Lights,16,4,Yes,1,Early spike,Secure,10,Passive,9,1
894,Laura,26,Non-binary,Pansexual,Modern,2004-05-07,2006-08-17,832 days,Situationship,Serious,Arguments and fights,Medium,Trust,Message others set fill business dream.,No,Yes,58,13,News but wife wind several example me.,18,15,38,34,7,Shy,Bitter,Numb,8,10,5,Higher,Self-love matters,No,Thinking Out Loud,97,4,Yes,7,Gradual,Avoidant,325,Open,7,5
895,Karen,35,Other,Bisexual,Modern,2011-07-19,2012-01-28,193 days,Flings,Engaged,Family disapproval,Low,Future plans,Eight especially west drive fill hear job.,Yes,Yes,126,81,Eye draw nation itself rich various process.,32,26,138,9,16,Resigned,Resigned,Heartbroken,10,10,7,Lower,Love is not enough,Yes,Photograph,84,20,Yes,5,Early spike,Secure,173,Open,4,9
896,John,34,Female,Heterosexual,Modern,2006-06-21,2006-11-27,159 days,Long-term,Serious,Addiction issues,Low,Time management,Quite world beautiful trip.,Yes,Yes,119,22,Central sign let whatever rise statement election girl across hair position also soldier stock defense color from individual occur.,8,11,59,26,10,Heartbroken,Calm,Resigned,1,10,4,Same,Be yourself,No,Someone Like You,27,18,Yes,1,Gradual,Secure,224,Avoidant,4,1
897,Emily,34,Male,Asexual,Modern,2006-08-08,2008-01-15,525 days,Long-term,Undefined,Jealousy,Low,Communication,Suffer different yes place clear worry learn garden.,No,Yes,176,34,Hold simple will crime mind decision he outside.,10,4,170,38,9,Joyful,Calm,Numb,4,6,9,Higher,Be honest,Yes,Say You Won't Let Go,92,2,No,5,Decline,Secure,259,Passive,7,5
898,Tyler,31,Non-binary,Asexual,Modern,2022-06-22,2024-07-08,747 days,Flings,Engaged,Emotional unavailability,Low,Family interference,Single example wind leave star street hundred sound back ask performance yet.,Yes,Yes,36,28,Up film wrong assume party land particularly main knowledge design.,3,30,139,51,4,Bitter,Bitter,Hopeful,5,6,10,Higher,Choose wisely,No,Let Her Go,57,5,Yes,6,Gradual,Anxious,48,Open,9,4
899,Paul,42,Female,Homosexual,Past,2022-03-27,2023-02-08,318 days,Long-distance,Serious,Ghosting,High,Social media use,Wear north office money memory writer huge continue daughter stand news she condition six maintain.,No,Yes,65,32,Responsibility now firm sport character husband total bar.,32,11,32,8,0,Resigned,Joyful,Shy,5,5,4,Same,Value your time,Yes,Someone Like You,58,4,Yes,7,Early spike,Anxious,124,Passive,8,1
900,Seth,33,Male,Homosexual,Modern,2023-06-14,2023-11-12,151 days,Flings,Engaged,Addiction issues,Medium,Trust,Personal student wait response carry four president television career television best woman church.,Yes,Yes,68,47,Stop college number number challenge place.,15,25,22,57,4,Shy,Numb,Calm,5,1,1,Same,Love is not enough,No,Someone Like You,17,9,Yes,9,Decline,Anxious,27,Open,10,8
901,Dennis,32,Female,Pansexual,Modern,2010-12-02,2012-11-13,712 days,Situationship,Serious,Moved away,Low,Communication,What son series discussion exactly structure position remain.,Yes,No,108,50,Easy PM western study but laugh realize mission water character.,29,5,103,15,19,Numb,Joyful,Hopeful,8,3,10,Same,Value your time,No,Say You Won't Let Go,28,20,No,3,Gradual,Anxious,273,Avoidant,3,7
902,Darin,35,Non-binary,Homosexual,Modern,2021-08-25,2022-06-25,304 days,Casual,Engaged,Loss of feelings,Low,Jealousy,Fill bring face beat stock quality.,Yes,Yes,17,25,Understand seem oil true nature positive have security bed sit financial term feeling.,14,2,84,40,14,Calm,Hopeful,Calm,8,10,8,Higher,Set boundaries,No,All of Me,42,1,Yes,2,Decline,Avoidant,154,Passive,9,6
903,Alexander,40,Male,Heterosexual,Modern,2009-04-18,2010-10-05,535 days,Long-distance,Serious,Trust issues,Low,Jealousy,Main operation stuff say.,Yes,No,32,32,Action report actually buy be.,9,6,145,22,17,Bitter,Excited,Hopeful,1,5,7,Higher,Self-love matters,Yes,All of Me,54,17,No,9,Decline,Anxious,162,Open,4,8
904,Cristian,33,Male,Asexual,Past,2011-01-14,2012-09-09,604 days,Casual,Casual,Addiction issues,High,Future plans,Different central yes politics.,No,Yes,82,85,Term voice laugh stay field third focus.,14,2,148,11,10,Confident,Excited,Bitter,1,6,9,Same,Choose wisely,Yes,All of Me,2,20,Yes,7,Gradual,Avoidant,244,Passive,9,7
905,Michael,20,Male,Bisexual,Past,2010-11-18,2012-07-16,606 days,Situationship,Casual,Trust issues,Low,Priorities,Offer property too clear it exist available large option another law loss.,Yes,Yes,156,81,Brother audience total everything us night rock billion available address community first.,38,2,132,58,16,Calm,Heartbroken,Numb,4,9,4,Lower,Communication is key,Yes,Shape of You,55,19,Yes,2,Decline,Anxious,58,Open,10,1
906,Frank,30,Male,Heterosexual,Past,2010-09-18,2011-01-02,106 days,Casual,Undefined,Moved away,Low,Time management,History fight those interview.,No,Yes,40,42,Ground authority responsibility class likely law tonight station realize.,35,4,161,31,6,Bitter,Bitter,Numb,7,5,6,Same,Be honest,Yes,All of Me,90,4,No,4,Early spike,Avoidant,179,Passive,9,1
907,Jeffrey,22,Non-binary,Homosexual,Modern,2015-05-25,2017-02-13,630 days,Long-term,Engaged,Lack of communication,Medium,Future plans,Use north recently partner ability ball wonder draw citizen sense back.,Yes,No,103,98,Strong each defense compare order blue early team.,17,8,139,15,15,Shy,Numb,Hopeful,1,9,9,Lower,Love is not enough,No,Photograph,24,6,No,9,Gradual,Anxious,33,Avoidant,4,10
908,Rita,32,Non-binary,Heterosexual,Past,2010-09-23,2012-01-23,487 days,Situationship,Casual,Ghosting,Medium,Priorities,Team guess detail nor state accept.,Yes,No,27,62,Seat subject hour despite find if six land drive resource particular hit probably family history computer feel know analysis.,6,22,108,44,8,Bitter,Numb,Numb,8,1,4,Higher,Self-love matters,Yes,Blinding Lights,68,0,No,2,Early spike,Secure,194,Avoidant,9,3
909,Joshua,24,Female,Asexual,Modern,2017-12-11,2018-10-23,316 days,Long-distance,Serious,Family disapproval,Low,Communication,Travel of suggest like represent writer candidate wait.,No,Yes,130,10,Town threat special or read.,1,4,86,9,16,Shy,Bitter,Confident,1,9,1,Same,Love is not enough,Yes,Thinking Out Loud,31,3,Yes,7,Gradual,Avoidant,227,Open,8,6
910,Juan,38,Non-binary,Heterosexual,Modern,2011-11-25,2013-05-30,552 days,Long-term,Undefined,Different life goals,High,Communication,Quite how bring talk bank.,Yes,Yes,89,67,Huge blue you experience like good.,16,15,98,49,4,Bitter,Shy,Shy,9,1,2,Higher,Love is not enough,Yes,Photograph,69,13,No,6,Gradual,Avoidant,23,Open,1,7
911,Tammy,43,Male,Asexual,Past,2002-05-11,2003-04-14,338 days,Flings,Undefined,Third-party interference,Medium,Priorities,Receive upon north direction positive land candidate.,No,No,13,56,Price perhaps special issue season kid eight.,26,3,118,5,10,Resigned,Shy,Shy,10,1,7,Lower,Trust actions not words,Yes,Say You Won't Let Go,1,5,Yes,4,Early spike,Avoidant,203,Avoidant,3,9
912,Jason,22,Male,Pansexual,Modern,2023-02-06,2023-11-07,274 days,Long-term,Casual,Mental health problems,High,Future plans,South ground speech wrong.,No,Yes,127,95,Focus the wide him analysis although item her protect plan nor process many really government son.,31,3,143,9,7,Resigned,Confident,Heartbroken,10,2,8,Same,Learn to forgive,No,Say You Won't Let Go,14,2,Yes,7,Decline,Secure,239,Passive,6,5
913,Amanda,37,Non-binary,Pansexual,Past,2005-09-18,2006-03-02,165 days,Casual,Serious,Jealousy,Medium,Career,Next man more production young middle face here.,No,Yes,8,48,Away number method ahead picture establish receive those these perform group offer term.,24,26,94,16,12,Confident,Calm,Hopeful,7,8,9,Higher,Choose wisely,No,Blinding Lights,39,0,Yes,8,Decline,Anxious,117,Open,6,7
914,John,44,Female,Pansexual,Modern,2016-09-10,2018-03-10,546 days,Long-distance,Serious,Career priorities,High,Priorities,Everyone these analysis toward age appear policy environmental worker.,No,Yes,64,12,Loss product community front.,27,18,112,20,0,Shy,Joyful,Hopeful,3,4,7,Higher,Learn to forgive,Yes,Let Her Go,53,10,Yes,1,Decline,Anxious,57,Open,4,10
915,Alan,41,Non-binary,Asexual,Modern,2009-03-04,2009-05-14,71 days,Situationship,Undefined,Third-party interference,Medium,Money,Term campaign or unit while lot participant program unit quality night.,Yes,No,44,20,Story per require two public meet road phone.,3,25,86,28,20,Hopeful,Resigned,Bitter,8,1,10,Same,Be yourself,No,Thinking Out Loud,93,20,No,9,Gradual,Avoidant,255,Avoidant,1,8
916,Danielle,33,Other,Homosexual,Modern,2000-06-07,2001-04-13,310 days,Situationship,Engaged,Arguments and fights,Medium,Trust,Technology president science rate say business early site executive.,Yes,No,49,56,Whole again girl word shoulder record which else about include college nearly world.,7,30,65,14,7,Joyful,Confident,Heartbroken,9,6,8,Same,Be yourself,No,Stay With Me,87,15,No,3,Early spike,Secure,103,Passive,10,7
917,Rachel,24,Female,Heterosexual,Past,2013-08-08,2015-12-09,853 days,Long-distance,Casual,Financial problems,Medium,Trust,Stand reach step night gas indicate really.,No,No,78,90,By voice discussion choice number relationship close hot more husband evidence practice.,13,9,175,38,15,Resigned,Calm,Bitter,7,4,10,Same,Value your time,No,Perfect,97,0,No,2,Early spike,Avoidant,32,Avoidant,1,3
918,Jennifer,43,Other,Heterosexual,Modern,2014-11-26,2016-02-07,438 days,Long-distance,Undefined,Lack of communication,High,Trust,Care season product similar piece actually growth because watch pass.,No,Yes,122,13,Top debate though true current participant language them.,44,0,155,5,12,Excited,Heartbroken,Excited,8,1,2,Lower,Communication is key,No,Thinking Out Loud,12,11,No,6,Early spike,Secure,215,Open,8,4
919,Nicole,42,Male,Asexual,Modern,2012-07-03,2013-09-24,448 days,Flings,Undefined,Mismatch of values,Medium,Priorities,Shoulder on media film each billion.,No,Yes,17,77,Draw station information where huge hospital.,33,11,168,19,5,Calm,Excited,Resigned,3,2,6,Lower,Be honest,Yes,All of Me,46,0,No,2,Early spike,Anxious,100,Avoidant,5,4
920,Tamara,32,Other,Bisexual,Past,2000-04-02,2001-04-21,384 days,Long-distance,Casual,Loss of feelings,High,Future plans,Machine population dream hotel garden.,Yes,No,11,62,Imagine professional exist maybe be finally program whatever true do seven.,26,7,142,23,15,Numb,Shy,Heartbroken,8,6,4,Same,Communication is key,Yes,Thinking Out Loud,46,18,Yes,2,Early spike,Secure,143,Open,2,6
921,Lauren,39,Male,Bisexual,Modern,2015-07-02,2016-02-23,236 days,Long-distance,Engaged,Moved away,Low,Social media use,Recently study itself nothing concern country whom prevent set style.,No,No,90,50,Less on decide move great beyond.,47,28,40,28,15,Resigned,Numb,Hopeful,5,1,10,Same,Learn to forgive,No,Thinking Out Loud,12,3,No,8,Early spike,Anxious,154,Avoidant,6,1
922,Carrie,25,Other,Pansexual,Modern,2013-08-26,2014-10-31,431 days,Long-term,Serious,Ghosting,Low,Communication,Popular voice heavy catch sure color catch leg old.,Yes,Yes,150,71,Eat standard along from development system country than experience nor third brother.,33,21,179,14,0,Confident,Resigned,Heartbroken,7,2,7,Same,Self-love matters,Yes,Say You Won't Let Go,28,9,No,10,Gradual,Avoidant,212,Avoidant,1,4
923,Carolyn,32,Non-binary,Bisexual,Modern,2012-06-08,2013-10-04,483 days,Casual,Undefined,Third-party interference,Medium,Jealousy,Standard age design lot sense property strategy citizen majority crime scene American project break card.,Yes,No,160,57,Happen summer up price word his pull society full family.,14,0,41,17,14,Heartbroken,Excited,Confident,1,3,10,Lower,Self-love matters,Yes,All of Me,0,10,Yes,8,Gradual,Secure,17,Open,3,10
924,Steven,37,Male,Bisexual,Modern,2018-08-15,2018-11-07,84 days,Long-distance,Engaged,Addiction issues,Medium,Money,Before huge against adult south second while.,No,Yes,16,91,Year agency fear man increase.,50,13,94,9,10,Calm,Resigned,Calm,7,9,1,Lower,Be yourself,No,Shape of You,81,2,Yes,4,Early spike,Secure,177,Open,4,7
925,Elizabeth,39,Other,Asexual,Past,2015-06-03,2015-07-20,47 days,Casual,Engaged,Career priorities,Low,Priorities,Six attention eye answer man.,Yes,Yes,23,3,Whatever most gun product treatment structure conference.,14,15,62,56,12,Heartbroken,Confident,Bitter,8,9,5,Lower,Trust actions not words,No,Let Her Go,15,10,No,7,Decline,Avoidant,211,Avoidant,4,4
926,Sherry,43,Male,Bisexual,Modern,2017-06-09,2019-05-15,705 days,Situationship,Serious,Mental health problems,Low,Time management,Consumer man finally themselves see detail represent administration effort.,No,Yes,58,74,At exactly option environment trouble peace.,13,27,175,20,18,Hopeful,Confident,Joyful,6,4,5,Higher,Learn to forgive,Yes,Blinding Lights,53,7,Yes,8,Early spike,Secure,107,Open,7,9
927,Paul,36,Non-binary,Pansexual,Past,2009-08-01,2011-06-19,687 days,Flings,Serious,Infatuation fade,Low,Trust,Turn career worker my card large.,No,No,101,46,Car question page mouth dream within of child total different interview market eight herself one.,47,11,179,58,10,Heartbroken,Bitter,Hopeful,2,4,6,Same,Self-love matters,Yes,Photograph,84,0,Yes,1,Decline,Anxious,97,Avoidant,4,4
928,Marissa,37,Non-binary,Heterosexual,Modern,2020-06-13,2022-01-18,584 days,Situationship,Casual,Trust issues,High,Money,Describe avoid phone eight check keep clearly amount.,Yes,No,88,98,Second he likely commercial fight they role central song.,18,21,154,18,7,Calm,Heartbroken,Calm,4,5,1,Higher,Choose wisely,No,Say You Won't Let Go,62,13,Yes,4,Gradual,Anxious,52,Avoidant,1,4
929,Kimberly,22,Other,Homosexual,Past,2005-04-02,2006-10-07,553 days,Casual,Undefined,Mental health problems,High,Social media use,Allow wait travel treat million scene.,No,No,60,29,Dream sort responsibility white collection security certainly night full magazine money voice decision magazine those too.,15,24,26,9,13,Excited,Shy,Bitter,9,4,3,Higher,Trust actions not words,No,Stay With Me,92,17,Yes,6,Gradual,Avoidant,100,Passive,10,10
930,Nathaniel,24,Female,Pansexual,Modern,2018-08-30,2018-10-13,44 days,Flings,Engaged,Addiction issues,Medium,Social media use,Turn such weight range community clear ever.,No,No,118,10,Change option order season.,38,9,137,13,4,Resigned,Numb,Numb,2,7,7,Higher,Communication is key,No,Someone Like You,74,12,Yes,9,Early spike,Avoidant,219,Avoidant,5,4
931,Mary,18,Male,Heterosexual,Modern,2002-11-20,2004-01-18,424 days,Casual,Undefined,Arguments and fights,Low,Social media use,Laugh reality edge again simple.,Yes,No,127,43,Wear star certainly final.,15,4,128,59,1,Joyful,Numb,Excited,1,7,1,Higher,Set boundaries,Yes,Someone Like You,60,0,No,2,Gradual,Anxious,314,Passive,9,8
932,Brenda,25,Female,Bisexual,Modern,2015-06-21,2016-08-13,419 days,Situationship,Casual,Infatuation fade,Medium,Communication,Term east major street when on American.,No,Yes,45,34,Long central between throw level truth word.,36,8,106,40,10,Joyful,Numb,Bitter,7,4,3,Higher,Be honest,No,Stay With Me,40,8,No,3,Early spike,Secure,248,Open,5,3
933,Sean,32,Male,Homosexual,Modern,2001-12-22,2003-10-28,675 days,Flings,Casual,Family disapproval,Low,Social media use,Two that partner six improve believe decision.,No,No,42,70,Likely style hair better argue price something drop region believe analysis.,44,7,69,25,16,Resigned,Shy,Bitter,6,10,4,Lower,Self-love matters,No,All of Me,72,4,Yes,6,Decline,Secure,249,Avoidant,8,9
934,Jessica,36,Other,Bisexual,Past,2019-11-11,2020-06-03,205 days,Situationship,Casual,Jealousy,High,Career,Material seem already American society.,Yes,Yes,71,76,Data reason board specific table than model stop case down no true evidence region yourself group still.,26,5,30,1,4,Calm,Shy,Excited,10,8,1,Same,Value your time,No,Let Her Go,61,2,No,10,Decline,Anxious,103,Open,9,8
935,Jason,34,Non-binary,Bisexual,Modern,2014-06-08,2015-08-21,439 days,Casual,Undefined,Different life goals,Low,Career,Crime apply know doctor traditional and well market small.,No,No,144,48,Good across beat debate force score top task.,11,25,57,59,16,Confident,Confident,Shy,4,3,2,Lower,Choose wisely,Yes,Shape of You,24,7,Yes,6,Gradual,Anxious,339,Avoidant,6,1
936,Anthony,21,Female,Homosexual,Modern,2004-02-05,2006-06-21,867 days,Long-distance,Casual,Family disapproval,Low,Career,Space open positive media direction person manager road minute reflect these happy.,Yes,Yes,173,25,Rise him stop well at down social grow.,20,10,17,23,13,Confident,Numb,Calm,2,4,5,Same,Choose wisely,No,Blinding Lights,73,19,No,8,Decline,Anxious,199,Avoidant,2,3
937,Isaac,27,Male,Bisexual,Modern,2021-09-16,2024-01-19,855 days,Situationship,Serious,Mismatch of values,High,Priorities,Owner young not interview will then save plan require especially weight worry late growth develop probably.,No,Yes,74,28,Any style board world accept effect while investment itself realize standard eight stuff cultural everything job.,6,2,129,32,4,Confident,Calm,Heartbroken,10,2,10,Same,Be honest,No,Thinking Out Loud,15,1,No,9,Early spike,Secure,101,Passive,10,10
938,Tonya,41,Male,Asexual,Modern,2016-10-21,2019-03-29,889 days,Casual,Serious,Career priorities,High,Communication,Center for guy all very vote federal quite.,No,Yes,85,27,Brother water need special.,11,25,105,10,4,Shy,Bitter,Numb,7,1,7,Lower,Love is not enough,Yes,Let Her Go,32,14,Yes,1,Early spike,Avoidant,82,Avoidant,6,6
939,David,32,Other,Bisexual,Modern,2015-04-13,2016-06-08,422 days,Long-distance,Serious,Career priorities,Medium,Jealousy,Today authority artist tonight war bring ever in so.,Yes,Yes,101,28,Century off past.,34,4,31,50,9,Resigned,Shy,Numb,10,4,2,Higher,Trust actions not words,Yes,Blinding Lights,87,0,No,10,Gradual,Avoidant,39,Avoidant,1,9
940,Patricia,18,Male,Pansexual,Past,2016-10-16,2016-12-14,59 days,Situationship,Serious,Mental health problems,Medium,Jealousy,After lay already both.,No,Yes,107,90,Level approach drop choice black challenge per.,11,26,86,24,10,Resigned,Confident,Shy,9,2,8,Higher,Communication is key,No,Perfect,40,12,No,9,Decline,Secure,352,Avoidant,4,10
941,Rachael,29,Female,Pansexual,Modern,2001-03-02,2002-05-01,425 days,Situationship,Engaged,Different life goals,Low,Family interference,Free major blue apply rich amount.,No,Yes,17,12,Modern wear year energy base nature beat food all generation ball coach him responsibility ever discover.,50,5,139,14,1,Heartbroken,Resigned,Excited,3,5,3,Lower,Be honest,Yes,Someone Like You,68,10,No,6,Gradual,Anxious,82,Avoidant,8,8
942,Lauren,19,Other,Heterosexual,Modern,2017-06-16,2019-11-28,895 days,Flings,Undefined,Infatuation fade,High,Communication,Account avoid add event student board large house begin question.,No,No,45,32,Turn early deep attention you.,7,12,127,54,0,Hopeful,Resigned,Joyful,4,3,8,Lower,Value your time,Yes,Thinking Out Loud,39,14,No,9,Decline,Secure,252,Open,8,3
943,Brandon,35,Female,Bisexual,Modern,2015-01-15,2016-11-07,662 days,Casual,Undefined,Family disapproval,Low,Social media use,Mean common shake executive someone cultural.,No,Yes,4,56,Throw nor media store.,16,4,165,35,5,Hopeful,Shy,Numb,8,4,4,Same,Learn to forgive,Yes,Thinking Out Loud,33,2,Yes,1,Early spike,Secure,149,Open,10,6
944,William,26,Male,Bisexual,Modern,2003-09-07,2003-11-19,73 days,Long-distance,Serious,Family disapproval,High,Money,Enough bag high scientist specific.,Yes,No,72,75,Pick difference worry your different will.,32,28,179,47,14,Bitter,Joyful,Hopeful,1,1,7,Lower,Value your time,No,Let Her Go,61,10,No,7,Early spike,Avoidant,299,Passive,1,1
945,David,38,Other,Heterosexual,Modern,2019-03-13,2019-12-19,281 days,Flings,Engaged,Addiction issues,Medium,Trust,Mother sing fish style from.,No,Yes,64,2,Civil situation avoid let lay most.,19,28,75,14,7,Joyful,Joyful,Bitter,1,10,6,Same,Be honest,Yes,Photograph,35,11,Yes,4,Gradual,Anxious,118,Passive,4,10
946,Megan,28,Other,Heterosexual,Past,2013-10-08,2015-08-12,673 days,Situationship,Engaged,Different life goals,Low,Time management,Hope think price inside.,No,Yes,72,45,Heart law after mother box huge fill trial society measure difference democratic none drive research.,47,2,35,13,9,Joyful,Bitter,Joyful,8,7,9,Higher,Value your time,No,Perfect,48,8,No,9,Gradual,Anxious,3,Passive,7,7
947,Susan,41,Other,Heterosexual,Modern,2017-12-05,2020-02-17,804 days,Situationship,Casual,Emotional unavailability,Medium,Priorities,Nearly response perform building black book address great.,No,No,109,95,Speech other bring morning heavy production number American water catch already majority cause color these later hard recently painting.,39,9,69,25,12,Numb,Bitter,Numb,1,2,8,Lower,Be yourself,No,Photograph,49,9,No,9,Early spike,Anxious,301,Open,9,2
948,April,25,Female,Asexual,Modern,2002-03-15,2004-01-06,662 days,Flings,Engaged,Different life goals,High,Time management,Adult threat why reflect despite just lay plant ahead network interesting movement inside early woman realize.,No,No,67,88,Style single sense garden enough what protect several general sound rich hard Mr executive.,46,3,155,39,18,Numb,Confident,Numb,5,2,8,Lower,Learn to forgive,Yes,Blinding Lights,61,8,No,2,Early spike,Anxious,350,Passive,7,7
949,Jesse,43,Other,Pansexual,Past,2001-03-27,2001-09-27,184 days,Long-distance,Serious,Mental health problems,Medium,Trust,Behind able listen each hope human factor act successful.,Yes,Yes,115,69,Large not decade whose modern a on letter agent local night left almost.,11,18,139,27,8,Heartbroken,Heartbroken,Resigned,1,2,7,Higher,Be yourself,Yes,Thinking Out Loud,7,6,Yes,9,Gradual,Anxious,93,Open,8,10
950,Michael,30,Female,Pansexual,Past,2010-03-17,2011-09-02,534 days,Situationship,Undefined,Long distance strain,Low,Money,Add challenge international its alone including upon early with at fear.,No,Yes,158,62,Perhaps of national image over best sort capital ahead hear happen marriage.,10,12,142,24,12,Heartbroken,Confident,Calm,2,6,2,Higher,Set boundaries,No,Thinking Out Loud,19,9,No,8,Decline,Anxious,237,Passive,1,7
951,Jacob,30,Non-binary,Bisexual,Modern,2016-09-24,2019-03-09,896 days,Long-distance,Engaged,Lack of communication,Medium,Future plans,Which commercial force join management today free yet be true later behind doctor management put consider.,Yes,Yes,42,15,Interest watch public like up into.,17,8,89,15,13,Bitter,Calm,Shy,1,7,3,Lower,Trust actions not words,Yes,Stay With Me,6,19,Yes,7,Decline,Secure,221,Open,5,5
952,Chad,44,Male,Bisexual,Past,2002-03-08,2003-04-20,408 days,Flings,Serious,Family disapproval,Medium,Jealousy,Through control light ago race thought individual note within.,No,Yes,87,24,Without yourself week message security arm according.,28,13,42,53,8,Heartbroken,Numb,Hopeful,1,10,5,Lower,Love is not enough,Yes,Thinking Out Loud,62,2,No,2,Decline,Secure,189,Passive,10,8
953,Mike,23,Female,Heterosexual,Modern,2015-03-19,2017-07-29,863 days,Long-term,Undefined,Career priorities,Medium,Future plans,Action pay term short top south turn.,No,No,65,66,Quickly region sing.,11,17,92,37,0,Confident,Calm,Hopeful,7,10,5,Lower,Value your time,No,Photograph,66,7,Yes,5,Early spike,Anxious,10,Open,1,3
954,Karen,43,Male,Homosexual,Past,2006-05-25,2007-03-09,288 days,Situationship,Undefined,Emotional unavailability,Low,Money,Difference defense camera across indeed why man understand leave better billion season.,Yes,Yes,127,71,Audience morning suddenly last vote exist mean from surface to human character movie.,30,24,141,6,13,Heartbroken,Hopeful,Bitter,1,4,8,Same,Be yourself,No,Someone Like You,49,9,No,6,Early spike,Avoidant,272,Passive,1,10
955,Ann,36,Other,Asexual,Modern,2019-08-04,2021-10-06,794 days,Situationship,Serious,Loss of feelings,Low,Money,They trip story most stop staff act begin fund hundred amount environment seek.,No,No,152,81,Especially chance game structure network interesting responsibility American probably specific laugh dark Democrat run year practice forget.,22,27,99,47,18,Confident,Excited,Joyful,2,9,2,Lower,Set boundaries,Yes,Thinking Out Loud,68,11,No,6,Decline,Avoidant,15,Open,4,7
956,Peter,36,Male,Pansexual,Modern,2006-01-29,2006-09-16,230 days,Long-distance,Engaged,Long distance strain,High,Priorities,Watch right half term easy white tax film suddenly despite model his under thought nothing.,Yes,Yes,32,19,Happy want it security agent south fund ability kind.,49,7,36,51,16,Numb,Excited,Shy,2,2,9,Same,Be yourself,Yes,Photograph,54,10,Yes,3,Decline,Secure,196,Open,6,6
957,Kenneth,38,Non-binary,Pansexual,Modern,2021-11-22,2023-10-10,687 days,Long-term,Engaged,Financial problems,Medium,Priorities,While class onto least word window foot management.,Yes,Yes,165,79,Sound for sport cover.,44,9,162,26,5,Bitter,Resigned,Hopeful,3,6,8,Same,Be yourself,Yes,Photograph,2,9,Yes,4,Decline,Secure,352,Open,8,4
958,Lee,34,Other,Heterosexual,Modern,2019-06-11,2019-09-14,95 days,Situationship,Engaged,Lack of communication,Medium,Time management,According top seem fast close outside spring compare forget sound hour.,No,Yes,72,77,Arm other person thus hundred indeed everything fact when forget wear investment serve young which.,10,9,140,32,20,Hopeful,Excited,Confident,3,9,10,Lower,Communication is key,No,Thinking Out Loud,3,10,Yes,1,Decline,Avoidant,64,Passive,8,4
959,Christopher,35,Female,Bisexual,Modern,2016-05-21,2017-02-07,262 days,Long-distance,Engaged,Long distance strain,Low,Time management,Mission two school significant the rise respond bring network.,Yes,No,75,96,Anything anything them newspaper stay about industry.,42,6,128,51,19,Confident,Excited,Heartbroken,1,7,10,Same,Be honest,No,Photograph,44,1,Yes,9,Early spike,Anxious,18,Open,6,7
